,source_node,source_name,target_node,target_name,hetesim_score
64,C0021747,Interferons,C0025519,Metabolism,0.0612188445006423
65,C0021311,NAME_NOT_FOUND,C0025519,Metabolism,0.060551375350960786
66,C0006560,C-reactive protein,C0025519,Metabolism,0.060383951510528944
67,C0733470|3439,NAME_NOT_FOUND,C0025519,Metabolism,0.06006125429324063
68,C0042395,vasoactive intestinal peptide,C0025519,Metabolism,0.05993013465501134
69,C0911014,ghrelin,C0025519,Metabolism,0.0598433871280105
70,C0003779|551,NAME_NOT_FOUND,C0025519,Metabolism,0.059712183369311354
71,C0040135,Thyroid Hormones,C0025519,Metabolism,0.05954289802957153
72,C0042839,vitamin A,C0025519,Metabolism,0.05943955955839072
73,C0107103,brain-derived neurotrophic factor,C0025519,Metabolism,0.05919407591786024
74,C0079633,interleukin-8,C0025519,Metabolism,0.05916117975070731
75,C0025598,metformin,C0025519,Metabolism,0.059121829063902495
76,C0034392,quercetin,C0025519,Metabolism,0.0591026640500977
77,C0039350,taurine,C0025519,Metabolism,0.05904961287350071
78,C0085295,interleukin-10,C0025519,Metabolism,0.05882427041184444
79,C0001479,Na(+)-K(+)-Exchanging ATPase,C0025519,Metabolism,0.058771250011899985
80,C0020063|5741,NAME_NOT_FOUND,C0025519,Metabolism,0.058684020155228195
81,C0027754|4803,NAME_NOT_FOUND,C0025519,Metabolism,0.05853270046359323
82,C0023610,gonadorelin,C0025519,Metabolism,0.05842174871382069
83,C0028754,Obesity,C0025519,Metabolism,0.05777434350706479
84,C0010531,Cyclic AMP-Dependent Protein Kinases,C0025519,Metabolism,0.05766400060576577
85,C0242210,Binding Proteins,C0025519,Metabolism,0.05658206721727816
86,C0010132,corticotropin-releasing hormone,C0025519,Metabolism,0.05631882327142059
87,C0023607,luteinizing hormone,C0025519,Metabolism,0.05624204630804642
88,C0023821,High Density Lipoproteins,C0025519,Metabolism,0.05607981759563638
89,C1366490|156,NAME_NOT_FOUND,C0025519,Metabolism,0.05595145861085829
90,C0020538,Hypertensive disease,C0025519,Metabolism,0.05590367984202606
91,C0001492,Adenylate Cyclase,C0025519,Metabolism,0.05573206201333176
92,C0011847,Diabetes,C0025519,Metabolism,0.055694677472028845
93,C0037659,somatostatin,C0025519,Metabolism,0.05531449267745291
94,C0019878,homocysteine,C0025519,Metabolism,0.055182000829818216
95,C0003595|348,NAME_NOT_FOUND,C0025519,Metabolism,0.05506479083271316
96,C0006772,Calmodulin,C0025519,Metabolism,0.054865686742487235
97,C0016006,fibrinogen,C0025519,Metabolism,0.054111764209387715
98,C0022917,Lactate Dehydrogenase,C0025519,Metabolism,0.053725383716787534
99,C0038785,Sulfuric Acid Esters,C0025519,Metabolism,0.053253637621836214
100,C0596577,Flavonoids,C0025519,Metabolism,0.05313147998188142
101,C0001655,corticotropin,C0025519,Metabolism,0.05289995764948498
102,C0031412,phenobarbital,C0025519,Metabolism,0.05287947469517018
103,C0022709,Peptidyl-Dipeptidase A,C0025519,Metabolism,0.05277912842657012
104,C0037657,Somatomedins,C0025519,Metabolism,0.052312292381554035
105,C0023570,levodopa,C0025519,Metabolism,0.05180821305770793
106,C0025252,Membrane Proteins,C0025519,Metabolism,0.05135421133828861
107,C0299583,leptin,C0025519,Metabolism,0.051316444896155264
108,C0079284,Endothelin,C0025519,Metabolism,0.050668701453596136
109,C0002716,Amyloid,C0025519,Metabolism,0.050605054831610374
110,C0037659|6750,NAME_NOT_FOUND,C0025519,Metabolism,0.050566558987113805
111,C0015879,Ferritin,C0025519,Metabolism,0.050304985352287945
112,C0242417,Oxidases,C0025519,Metabolism,0.050057325280278925
113,C0018061,Gonadotropins,C0025519,Metabolism,0.0499392406498116
114,C0023610|2796,NAME_NOT_FOUND,C0025519,Metabolism,0.04974240267629428
115,C0023764,lipase,C0025519,Metabolism,0.04950883907108175
116,C0003018,Angiotensins,C0025519,Metabolism,0.04921754007429647
117,C0021760|3569,NAME_NOT_FOUND,C0025519,Metabolism,0.04916763431953808
118,C0360714,Hydroxymethylglutaryl-CoA Reductase Inhibitors,C0025519,Metabolism,0.04904390310832343
119,C0178638,folate,C0025519,Metabolism,0.04903893964573563
120,C0040165,levothyroxine,C0025519,Metabolism,0.048990722221943415
121,C0348035,oxidized low density lipoprotein,C0025519,Metabolism,0.04886840038220227
122,C0027358,naloxone,C0025519,Metabolism,0.04867929920088977
123,C0063695,Intercellular adhesion molecule 1,C0025519,Metabolism,0.048507903094557214
124,C0042890,Vitamins,C0025519,Metabolism,0.04793847922190391
125,C0004358,Autoantibodies,C0025519,Metabolism,0.047594809433515586
126,C0017822,GLUTATHIONE PEROXIDASE,C0025519,Metabolism,0.04732365881407773
127,C0006668,calcitonin,C0025519,Metabolism,0.04728678640995555
128,C0031469,phenylephrine,C0025519,Metabolism,0.04726933108302613
129,C0022116,Ischemia,C0025519,Metabolism,0.04723531414567464
130,C1180347,Protein complex,C0025519,Metabolism,0.04703739242489536
131,C0016365,fluoxetine,C0025519,Metabolism,0.04700949944278827
132,C0004153,Atherosclerosis,C0025519,Metabolism,0.046814060071807315
133,C0006938,captopril,C0025519,Metabolism,0.046672173591132224
134,C0105770,beta catenin,C0025519,Metabolism,0.046637931864225594
135,C0040162,thyrotropin-releasing hormone,C0025519,Metabolism,0.04659859784668704
136,C0040160,thyrotropin,C0025519,Metabolism,0.04659342265357044
137,C0023823,Low-Density Lipoproteins,C0025519,Metabolism,0.046364962828054766
138,C0733758,follicle stimulating hormone,C0025519,Metabolism,0.04627914461477235
139,C0010749,Cytochromes c,C0025519,Metabolism,0.04622186087380868
140,C0041491|7054,NAME_NOT_FOUND,C0025519,Metabolism,0.046102336116982084
141,C0001044,acetylcholinesterase,C0025519,Metabolism,0.046091132429782355
142,C0074554,simvastatin,C0025519,Metabolism,0.04566129463134078
143,C0007258,carnitine,C0025519,Metabolism,0.04558099855720079
144,C0031640,phosphoric diester hydrolase,C0025519,Metabolism,0.04556570871484885
145,C0018546,haloperidol,C0025519,Metabolism,0.045369518554855215
146,C0011860,"Diabetes Mellitus, Non-Insulin-Dependent",C0025519,Metabolism,0.04530092351191379
147,C0040005,threonine,C0025519,Metabolism,0.04529708497107869
148,C0020456,Hyperglycemia,C0025519,Metabolism,0.04518595351475528
149,C0006945,carbachol,C0025519,Metabolism,0.04504356191314479
150,C0001473,Adenosine Triphosphatases,C0025519,Metabolism,0.045005236866678844
151,C0032120,Plasma Proteins,C0025519,Metabolism,0.04490761977363612
152,C0206588,"Receptors, Nuclear",C0025519,Metabolism,0.04455064638097513
153,C0031507,phenytoin,C0025519,Metabolism,0.04443130482355814
154,C0002199,Interferon-alpha,C0025519,Metabolism,0.04436932854277586
155,C0006685,Calcium Channel,C0025519,Metabolism,0.04434214034884001
156,C0023816|4023,NAME_NOT_FOUND,C0025519,Metabolism,0.044270893582155836
157,C0040048,Thromboplastin,C0025519,Metabolism,0.044186012279987245
158,C0053396,beta carotene,C0025519,Metabolism,0.04409790965378214
159,C0017628,glyburide,C0025519,Metabolism,0.044088960040346126
160,C0009014,clonidine,C0025519,Metabolism,0.043562381854842847
161,C0007222,Cardiovascular Diseases,C0025519,Metabolism,0.043339265275253475
162,C0022180,isoflurane,C0025519,Metabolism,0.042911392057528024
163,C0016410,folic acid,C0025519,Metabolism,0.04279368204477982
164,C0004096,Asthma,C0025519,Metabolism,0.04276714060431688
165,C0012373,diltiazem,C0025519,Metabolism,0.042169194570860935
166,C0038454,Cerebrovascular accident,C0025519,Metabolism,0.04207984841263076
167,C0034818|3643,NAME_NOT_FOUND,C0025519,Metabolism,0.04148597885543098
168,C0021756|3558,NAME_NOT_FOUND,C0025519,Metabolism,0.04136511293660296
169,C0034798,Dopamine Receptor,C0025519,Metabolism,0.04096865465912089
170,C0026454,Monoamine Oxidase,C0025519,Metabolism,0.040608400138309596
171,C0006949,carbamazepine,C0025519,Metabolism,0.04033735345218678
172,C0034917,Reduced Glutathione,C0025519,Metabolism,0.040101013734342356
173,C0220918,succinate,C0025519,Metabolism,0.03984873805273157
174,C0007292,Carrier Proteins,C0025519,Metabolism,0.039554935481387145
175,C0029282,Ornithine Decarboxylase,C0025519,Metabolism,0.03944884884621783
176,C0027051,Myocardial Infarction,C0025519,Metabolism,0.039328642439626124
177,C0126174,losartan,C0025519,Metabolism,0.039233828350812204
178,C0085201,Apolipoprotein A-I,C0025519,Metabolism,0.03903646676521335
179,C0017040,Gamma-glutamyl transferase,C0025519,Metabolism,0.03870220920906173
180,C0001473|1769,NAME_NOT_FOUND,C0025519,Metabolism,0.03869275868882096
181,C0041014,liothyronine,C0025519,Metabolism,0.03866793744903766
182,C0003593|338,NAME_NOT_FOUND,C0025519,Metabolism,0.03856963748045938
183,C1335439|100616102|100862685|100862688,NAME_NOT_FOUND,C0025519,Metabolism,0.0385413151153086
184,C0011849,Diabetes Mellitus,C0025519,Metabolism,0.03853980499311691
185,C0054450,Calcineurin,C0025519,Metabolism,0.03834982535593085
186,C0018801,Heart failure,C0025519,Metabolism,0.037991121739810806
187,C0010287,Creatine Kinase,C0025519,Metabolism,0.03797580348648075
188,C0036825,Serum Proteins,C0025519,Metabolism,0.037961132894872344
189,C0036690,Septicemia,C0025519,Metabolism,0.037664510893366455
190,C0006230,bromocriptine,C0025519,Metabolism,0.03708130235714852
191,C0030567,Parkinson Disease,C0025519,Metabolism,0.03660496824998108
192,C0034785,beta-adrenergic receptor,C0025519,Metabolism,0.03655784518904385
193,C0151744,Myocardial Ischemia,C0025519,Metabolism,0.03651068293528697
194,C0751973,Proteome,C0025519,Metabolism,0.036509225806371635
195,C0017742,Glucose Transporter,C0025519,Metabolism,0.036464436051322796
196,C0010286,creatine,C0025519,Metabolism,0.03641848086863812
197,C0009079,clozapine,C0025519,Metabolism,0.03596329965072155
198,C0123707,Insulin-Like Growth Factor Binding Protein 3,C0025519,Metabolism,0.03570912289079292
199,C0006864,Cannabinoids,C0025519,Metabolism,0.03545039992101152
200,C0042845,vitamin B12,C0025519,Metabolism,0.0350798905294522
201,C0006560|1401,NAME_NOT_FOUND,C0025519,Metabolism,0.03500317642855904
202,C0014544,Epilepsy,C0025519,Metabolism,0.0349922465384941
203,C0948265,NAME_NOT_FOUND,C0025519,Metabolism,0.03488767043391801
204,C0312359,phenylpyruvate tautomerase,C0025519,Metabolism,0.03460428861805215
205,C0042971,von Willebrand factor,C0025519,Metabolism,0.03456045517383886
206,C0024027,lovastatin,C0025519,Metabolism,0.03402675845777266
207,C0061516,glutathione disulfide,C0025519,Metabolism,0.03367868619882936
208,C0040162|7200,NAME_NOT_FOUND,C0025519,Metabolism,0.033645891061664095
209,C0020615,Hypoglycemia,C0025519,Metabolism,0.033638139156340924
210,C0027930|4922,NAME_NOT_FOUND,C0025519,Metabolism,0.03361479013570564
211,C0022661,"Kidney Failure, Chronic",C0025519,Metabolism,0.03354616637472484
212,C0011854,"Diabetes Mellitus, Insulin-Dependent",C0025519,Metabolism,0.03324142140108026
213,C0036883,Sex Hormone-Binding Globulin,C0025519,Metabolism,0.03313702228574709
214,C0162429,Malnutrition,C0025519,Metabolism,0.03298762931474512
215,C0022658,Kidney Diseases,C0025519,Metabolism,0.03288929961707136
216,C0010054,Coronary Arteriosclerosis,C0025519,Metabolism,0.032845720940418606
217,C0015695,Fatty Liver,C0025519,Metabolism,0.03257989349501401
218,C0019693,HIV Infections,C0025519,Metabolism,0.03257925901374602
219,C0032914,Pre-Eclampsia,C0025519,Metabolism,0.03242400350711727
220,C0003873,Rheumatoid Arthritis,C0025519,Metabolism,0.03240403330027306
221,C0031634,Phosphocreatine,C0025519,Metabolism,0.03238072606235907
222,C0028589,Nuclear Proteins,C0025519,Metabolism,0.03232960874061351
223,C0963992|56729,NAME_NOT_FOUND,C0025519,Metabolism,0.032291906784625804
224,C0856169,Endothelial dysfunction,C0025519,Metabolism,0.03197332713544791
225,C0007028,CARBONATE DEHYDRATASE,C0025519,Metabolism,0.031904343819273706
226,C0067385,"N,N-dimethylarginine",C0025519,Metabolism,0.03182754916729232
227,C0056077,NAME_NOT_FOUND,C0025519,Metabolism,0.03164475449342577
228,C0034821,Low Density Lipoprotein Receptor,C0025519,Metabolism,0.03149312957351627
229,C0008679,Chronic disease,C0025519,Metabolism,0.03126530788062754
230,C0002871,Anemia,C0025519,Metabolism,0.031092234702470026
231,C0019630,Histocompatibility Antigens Class II,C0025519,Metabolism,0.030875705658920335
232,C0030305,Pancreatitis,C0025519,Metabolism,0.030694830241662342
233,C0599682,monoamine,C0025519,Metabolism,0.03038338226548544
234,C0024117,Chronic Obstructive Airway Disease,C0025519,Metabolism,0.030274589051439305
235,C0038766,Sulfonylurea Compounds,C0025519,Metabolism,0.030205803332469475
236,C0029456,Osteoporosis,C0025519,Metabolism,0.030016526174374364
237,C0025517,Metabolic Diseases,C0025519,Metabolism,0.030011587629306738
238,C0004364,Autoimmune Diseases,C0025519,Metabolism,0.029764551283886078
239,C0010068,Coronary heart disease,C0025519,Metabolism,0.0295925550775204
240,C0020473,Hyperlipidemia,C0025519,Metabolism,0.029491063463351307
241,C0037668,Somatotropin-Releasing Hormone,C0025519,Metabolism,0.02943327130543055
242,C0026045,Microtubule-Associated Proteins,C0025519,Metabolism,0.029386302449630253
243,C0018799,Heart Diseases,C0025519,Metabolism,0.02933248184168813
244,C0025831,Methyltransferase,C0025519,Metabolism,0.02923474480821493
245,C0724441,yohimbine,C0025519,Metabolism,0.02912744526011364
246,C0023882,Little's Disease,C0025519,Metabolism,0.028970024185710295
247,C0597298,Protein Isoforms,C0025519,Metabolism,0.02831140205454913
248,C0220821,dihydropyridine,C0025519,Metabolism,0.02821782585232246
249,C0001175,Acquired Immunodeficiency Syndrome,C0025519,Metabolism,0.028208240124122326
250,C0003591,Apolipoproteins,C0025519,Metabolism,0.028119602631250067
251,C0003864,Arthritis,C0025519,Metabolism,0.02796124452268549
252,C0012197,Diethylhexyl Phthalate,C0025519,Metabolism,0.027924771770435355
253,C0151747,Renal tubular disorder,C0025519,Metabolism,0.027889365495809216
254,C1290884,Inflammatory disorder,C0025519,Metabolism,0.027731547749491686
255,C0029408,Degenerative polyarthritis,C0025519,Metabolism,0.027679596251478738
256,C1510464,Protein Structure,C0025519,Metabolism,0.027603464590621435
257,C0073393,risperidone,C0025519,Metabolism,0.027599420518411206
258,C0027765,nervous system disorder,C0025519,Metabolism,0.027300023220230514
259,C0008845,citalopram,C0025519,Metabolism,0.027046864175774617
260,C0002600,amitriptyline,C0025519,Metabolism,0.026798534879036114
261,C0520679,"Sleep Apnea, Obstructive",C0025519,Metabolism,0.026761867794289587
262,C0024141,"Lupus Erythematosus, Systemic",C0025519,Metabolism,0.026339317680704247
263,C0038760,Sulfonamides,C0025519,Metabolism,0.02614727082548269
264,C0020443,Hypercholesterolemia,C0025519,Metabolism,0.025688436175587873
265,C0086543,Cataract,C0025519,Metabolism,0.025646160453294042
266,C0040958,triclosan,C0025519,Metabolism,0.025526949004079078
267,C0242339,Dyslipidemias,C0025519,Metabolism,0.02534571351538267
268,C0948008,Ischemic stroke,C0025519,Metabolism,0.025264959631851516
269,C0033860,Psoriasis,C0025519,Metabolism,0.02514650945689504
270,C0034818,Insulin Receptor,C0025519,Metabolism,0.024653001504925377
271,C0070122,paroxetine,C0025519,Metabolism,0.024386078613005565
272,C0917798,Cerebral Ischemia,C0025519,Metabolism,0.024324825606894845
273,C0442874,Neuropathy,C0025519,Metabolism,0.02431742246913904
274,C0155626,Acute myocardial infarction,C0025519,Metabolism,0.02420062787798631
275,C0031099,Periodontitis,C0025519,Metabolism,0.024149946158692294
276,C0291573|836,NAME_NOT_FOUND,C0025519,Metabolism,0.024077126937653227
277,C0021359,Infertility,C0025519,Metabolism,0.023999416948997356
278,C0018802,Congestive heart failure,C0025519,Metabolism,0.02395014954126278
279,C0149931,Migraine Disorders,C0025519,Metabolism,0.023828973215108188
280,C0060926,gabapentin,C0025519,Metabolism,0.02377421597043499
281,C0040135|7054,NAME_NOT_FOUND,C0025519,Metabolism,0.023737572734311964
282,C0026455,Monoamine Oxidase A,C0025519,Metabolism,0.02324780756703035
283,C0020550,Hyperthyroidism,C0025519,Metabolism,0.022965658628339467
284,C0008731,Chylomicrons,C0025519,Metabolism,0.02269422046743204
285,C0850624,Heart Disease Risk Factors,C0025519,Metabolism,0.022675179386975018
286,C0677666,soy protein isolate,C0025519,Metabolism,0.022299854485899214
287,C0015230,Exanthema,C0025519,Metabolism,0.021870310482519736
288,C0017732,NAME_NOT_FOUND,C0025519,Metabolism,0.02181872972950162
289,C0019247,Hereditary Diseases,C0025519,Metabolism,0.021753293827624615
290,C0140283,Retinoid X Receptors,C0025519,Metabolism,0.021745133988592357
291,C0055538,Cholesterol Ester Transfer Proteins,C0025519,Metabolism,0.021678116933390234
292,C0074393,sertraline,C0025519,Metabolism,0.021629502166286733
293,C0026848,Myopathy,C0025519,Metabolism,0.020593719305808087
294,C0248868|818,NAME_NOT_FOUND,C0025519,Metabolism,0.02050513159678369
295,C0341439,Chronic liver disease,C0025519,Metabolism,0.020301673831563293
296,C0746556,metabolic disturbance,C0025519,Metabolism,0.020118464661400243
297,C0010746,Cytochromes b5,C0025519,Metabolism,0.020044643974828046
298,C0123257|3485,NAME_NOT_FOUND,C0025519,Metabolism,0.019639724163269097
299,C0085584,Encephalopathies,C0025519,Metabolism,0.019597326080830837
300,C0240066,Iron deficiency,C0025519,Metabolism,0.019471801548320594
301,C0017601,Glaucoma,C0025519,Metabolism,0.01936081652775441
302,C0378126,"Receptor, Cannabinoid, CB1",C0025519,Metabolism,0.019234446701277733
303,C0036421,Systemic Scleroderma,C0025519,Metabolism,0.019117102204327965
304,C0282193,Iron Overload,C0025519,Metabolism,0.019073822935310687
305,C0013080,Down Syndrome,C0025519,Metabolism,0.019023660030353506
306,C0242383,Age related macular degeneration,C0025519,Metabolism,0.019007293392750913
307,C0042870,Vitamin D Deficiency,C0025519,Metabolism,0.01859668922835102
308,C0079281|1906,NAME_NOT_FOUND,C0025519,Metabolism,0.01830581680052631
309,C0052451,Arylesterase,C0025519,Metabolism,0.01829718296091166
310,C0001857,AIDS related complex,C0025519,Metabolism,0.018183851136970703
311,C0007570,Celiac Disease,C0025519,Metabolism,0.018146609901718513
312,C0025741,methyldopa,C0025519,Metabolism,0.01776001419374465
313,C0235950,Zinc deficiency,C0025519,Metabolism,0.017521488021774223
314,C0598608,Hyperhomocysteinemia,C0025519,Metabolism,0.017369384205524613
315,C0014130,Endocrine System Diseases,C0025519,Metabolism,0.017119269277418064
316,C0341697,NAME_NOT_FOUND,C0025519,Metabolism,0.016977368927117657
317,C1290886,Chronic inflammatory disorder,C0025519,Metabolism,0.01661073118605505
318,C0003850,Arteriosclerosis,C0025519,Metabolism,0.01627509355410985
319,C0031117,Peripheral Neuropathy,C0025519,Metabolism,0.01625312383379944
320,C0085096,Peripheral Vascular Diseases,C0025519,Metabolism,0.01624317077770785
321,C0037315,Sleep Apnea Syndromes,C0025519,Metabolism,0.015362673553152621
322,C0010340,Critical Illness,C0025519,Metabolism,0.015236543883125392
323,C0018213,Graves Disease,C0025519,Metabolism,0.015060879772282963
324,C1099456,escitalopram,C0025519,Metabolism,0.015002965912647433
325,C0442893,Systemic disease,C0025519,Metabolism,0.01481306242477448
326,C0851578,Sleep Disorders,C0025519,Metabolism,0.014678367575225983
327,C0002318,alpha-Tubulin,C0025519,Metabolism,0.014531465905064767
328,C1301700,Cardiovascular morbidity,C0025519,Metabolism,0.014469421230532877
329,C0013384,Dyskinetic syndrome,C0025519,Metabolism,0.013982109225095173
330,C0009421,Comatose,C0025519,Metabolism,0.013582938925104085
331,C0582119,Translocase,C0025519,Metabolism,0.013479908326662357
332,C0018099,Gout,C0025519,Metabolism,0.013431764468790103
333,C0040128,Thyroid Diseases,C0025519,Metabolism,0.013267895486551709
334,C0751956,Acute Cerebrovascular Accidents,C0025519,Metabolism,0.013246121873162106
335,C0026896,Myasthenia Gravis,C0025519,Metabolism,0.013218012665212471
336,C0025152,mefenamic acid,C0025519,Metabolism,0.012450423005208652
337,C0858246,Hypos,C0025519,Metabolism,0.012268133572795683
338,C0022638,Ketosis,C0025519,Metabolism,0.011744474213097935
339,C0016412,Folic Acid Deficiency,C0025519,Metabolism,0.01159375858306277
340,C0042842,Vitamin A Deficiency,C0025519,Metabolism,0.011539684665456839
341,C0010481,Cushing Syndrome,C0025519,Metabolism,0.011387453272001134
342,C0154251,Lipid Metabolism Disorders,C0025519,Metabolism,0.010676274103008941
343,C0035258,Restless Legs Syndrome,C0025519,Metabolism,0.010212386407050416
344,C0259749,Autonomic neuropathy,C0025519,Metabolism,0.010054675568269349
345,C1442882|292,NAME_NOT_FOUND,C0025519,Metabolism,0.009625297516729268
346,C0042847,Vitamin B 12 Deficiency,C0025519,Metabolism,0.009063252060119367
347,C0302332,Poisoning syndrome,C0025519,Metabolism,0.008669073783317672
348,C0212908,MAX Interacting Protein 1,C0025519,Metabolism,0.008369015165183498
349,C0085078,Lysosomal Storage Diseases,C0025519,Metabolism,0.008090006099167824
350,C0149676,Enzyme Deficiency,C0025519,Metabolism,0.006228919319402053
351,C0040479,Torsades de Pointes,C0025519,Metabolism,0.006215214129027383
352,C0679247,Terminal illness,C0025519,Metabolism,0.005712531799122977
353,C0271623,Hypogonadotropic hypogonadism,C0025519,Metabolism,0.0050850411219689196
