,source_node,source_name,target_node,target_name,hetesim_score
88,C0004358,Autoantibodies,C0002395,Alzheimer's Disease,0.04961606409531446
89,C0016006,fibrinogen,C0002395,Alzheimer's Disease,0.04923028140645203
90,C0040135,Thyroid Hormones,C0002395,Alzheimer's Disease,0.04889554958634373
91,C0033371,prolactin,C0002395,Alzheimer's Disease,0.04883004012967157
92,C0040845,tretinoin,C0002395,Alzheimer's Disease,0.04850055053852887
93,C0596577,Flavonoids,C0002395,Alzheimer's Disease,0.04840168785288327
94,C0027051,Myocardial Infarction,C0002395,Alzheimer's Disease,0.04838256715513388
95,C0022709,Peptidyl-Dipeptidase A,C0002395,Alzheimer's Disease,0.04835768730991136
96,C0016055,Fibronectins,C0002395,Alzheimer's Disease,0.04832583694000307
97,C0033497,propranolol,C0002395,Alzheimer's Disease,0.04830961639317502
98,C0178638,folate,C0002395,Alzheimer's Disease,0.048254960403584325
99,C0022245,isoproterenol,C0002395,Alzheimer's Disease,0.04774245469707212
100,C0001655|5443,NAME_NOT_FOUND,C0002395,Alzheimer's Disease,0.04757248023018996
101,C0042395,vasoactive intestinal peptide,C0002395,Alzheimer's Disease,0.047297654508757975
102,C0242210,Binding Proteins,C0002395,Alzheimer's Disease,0.0472563719056176
103,C0015879,Ferritin,C0002395,Alzheimer's Disease,0.04717739715243214
104,C0001479,Na(+)-K(+)-Exchanging ATPase,C0002395,Alzheimer's Disease,0.04643749643095856
105,C0004096,Asthma,C0002395,Alzheimer's Disease,0.04614655188127626
106,C0299583,leptin,C0002395,Alzheimer's Disease,0.0461079591929814
107,C0074554,simvastatin,C0002395,Alzheimer's Disease,0.04609483536105878
108,C0010531,Cyclic AMP-Dependent Protein Kinases,C0002395,Alzheimer's Disease,0.045899469586382184
109,C0020063|5741,NAME_NOT_FOUND,C0002395,Alzheimer's Disease,0.045802066455745444
110,C0017822,GLUTATHIONE PEROXIDASE,C0002395,Alzheimer's Disease,0.04568035562131816
111,C0018546,haloperidol,C0002395,Alzheimer's Disease,0.04555022210585729
112,C0022116,Ischemia,C0002395,Alzheimer's Disease,0.045134893008247516
113,C0016365,fluoxetine,C0002395,Alzheimer's Disease,0.04500992106171899
114,C0020456,Hyperglycemia,C0002395,Alzheimer's Disease,0.04481656367696954
115,C0023823,Low-Density Lipoproteins,C0002395,Alzheimer's Disease,0.044763280919267304
116,C0014544,Epilepsy,C0002395,Alzheimer's Disease,0.044552425767345284
117,C0042523,verapamil,C0002395,Alzheimer's Disease,0.04435600292316185
118,C0063695,Intercellular adhesion molecule 1,C0002395,Alzheimer's Disease,0.04405591919471877
119,C0037657,Somatomedins,C0002395,Alzheimer's Disease,0.043935246030010845
120,C0001898,alanine,C0002395,Alzheimer's Disease,0.04368143578063163
121,C0023610,gonadorelin,C0002395,Alzheimer's Disease,0.04349983507235741
122,C0003779|551,NAME_NOT_FOUND,C0002395,Alzheimer's Disease,0.043411652432766915
123,C0016410,folic acid,C0002395,Alzheimer's Disease,0.043121017876900036
124,C0037659|6750,NAME_NOT_FOUND,C0002395,Alzheimer's Disease,0.04310268748496652
125,C0105770,beta catenin,C0002395,Alzheimer's Disease,0.042981683923140446
126,C0025252,Membrane Proteins,C0002395,Alzheimer's Disease,0.042945387833971935
127,C0002199,Interferon-alpha,C0002395,Alzheimer's Disease,0.042943542433715204
128,C0053396,beta carotene,C0002395,Alzheimer's Disease,0.04279094906468578
129,C0006772,Calmodulin,C0002395,Alzheimer's Disease,0.042283640224508326
130,C0085201,Apolipoprotein A-I,C0002395,Alzheimer's Disease,0.041998097084923726
131,C0001655,corticotropin,C0002395,Alzheimer's Disease,0.041947640153797545
132,C0011849,Diabetes Mellitus,C0002395,Alzheimer's Disease,0.041863673164676214
133,C0023607,luteinizing hormone,C0002395,Alzheimer's Disease,0.04171869395221218
134,C0242417,Oxidases,C0002395,Alzheimer's Disease,0.04106747091714161
135,C0021760|3569,NAME_NOT_FOUND,C0002395,Alzheimer's Disease,0.04096253265097243
136,C0010068,Coronary heart disease,C0002395,Alzheimer's Disease,0.04094419626222019
137,C0037659,somatostatin,C0002395,Alzheimer's Disease,0.04084618327959524
138,C0018801,Heart failure,C0002395,Alzheimer's Disease,0.04072272075893378
139,C0948265,NAME_NOT_FOUND,C0002395,Alzheimer's Disease,0.040651655117528725
140,C0041491|7054,NAME_NOT_FOUND,C0002395,Alzheimer's Disease,0.04058751752844418
141,C0001492,Adenylate Cyclase,C0002395,Alzheimer's Disease,0.040526424380847366
142,C0042845,vitamin B12,C0002395,Alzheimer's Disease,0.040500061125166464
143,C0079284,Endothelin,C0002395,Alzheimer's Disease,0.04030717956452457
144,C0003018,Angiotensins,C0002395,Alzheimer's Disease,0.04029295667101044
145,C0022917,Lactate Dehydrogenase,C0002395,Alzheimer's Disease,0.04023761194841845
146,C0010054,Coronary Arteriosclerosis,C0002395,Alzheimer's Disease,0.03997330889003321
147,C0008679,Chronic disease,C0002395,Alzheimer's Disease,0.03986380732750595
148,C0019693,HIV Infections,C0002395,Alzheimer's Disease,0.03983855560713052
149,C0003873,Rheumatoid Arthritis,C0002395,Alzheimer's Disease,0.03966154619455452
150,C0027358,naloxone,C0002395,Alzheimer's Disease,0.03959601006148625
151,C0006685,Calcium Channel,C0002395,Alzheimer's Disease,0.03957938108624873
152,C0040048,Thromboplastin,C0002395,Alzheimer's Disease,0.03903459170816601
153,C0027765,nervous system disorder,C0002395,Alzheimer's Disease,0.03866197045407698
154,C0006938,captopril,C0002395,Alzheimer's Disease,0.0385500960471277
155,C0151744,Myocardial Ischemia,C0002395,Alzheimer's Disease,0.03843292483383733
156,C0006864,Cannabinoids,C0002395,Alzheimer's Disease,0.03826804561083256
157,C0856169,Endothelial dysfunction,C0002395,Alzheimer's Disease,0.038229043477800206
158,C0023764,lipase,C0002395,Alzheimer's Disease,0.038100897129857515
159,C0054450,Calcineurin,C0002395,Alzheimer's Disease,0.038075318604902444
160,C0038785,Sulfuric Acid Esters,C0002395,Alzheimer's Disease,0.03787762468553111
161,C0003593|338,NAME_NOT_FOUND,C0002395,Alzheimer's Disease,0.03760657507462151
162,C0024117,Chronic Obstructive Airway Disease,C0002395,Alzheimer's Disease,0.03746067959191163
163,C0029456,Osteoporosis,C0002395,Alzheimer's Disease,0.037368438749638015
164,C0948008,Ischemic stroke,C0002395,Alzheimer's Disease,0.037350950170420394
165,C0032120,Plasma Proteins,C0002395,Alzheimer's Disease,0.03712328347732026
166,C0017040,Gamma-glutamyl transferase,C0002395,Alzheimer's Disease,0.03711954692057536
167,C0036690,Septicemia,C0002395,Alzheimer's Disease,0.03699877880831557
168,C0010749,Cytochromes c,C0002395,Alzheimer's Disease,0.03696976773285519
169,C0010286,creatine,C0002395,Alzheimer's Disease,0.036934504346249154
170,C0034798,Dopamine Receptor,C0002395,Alzheimer's Disease,0.036831135004588185
171,C0022661,"Kidney Failure, Chronic",C0002395,Alzheimer's Disease,0.03664337901382386
172,C0040162,thyrotropin-releasing hormone,C0002395,Alzheimer's Disease,0.03651665491576234
173,C1180347,Protein complex,C0002395,Alzheimer's Disease,0.03649704416865754
174,C0006668,calcitonin,C0002395,Alzheimer's Disease,0.036494502089032356
175,C0011854,"Diabetes Mellitus, Insulin-Dependent",C0002395,Alzheimer's Disease,0.03636185215776889
176,C0006560|1401,NAME_NOT_FOUND,C0002395,Alzheimer's Disease,0.03623172134511758
177,C0018061,Gonadotropins,C0002395,Alzheimer's Disease,0.03610181114584938
178,C0022658,Kidney Diseases,C0002395,Alzheimer's Disease,0.03607633821009161
179,C0001175,Acquired Immunodeficiency Syndrome,C0002395,Alzheimer's Disease,0.03576871276716752
180,C0022180,isoflurane,C0002395,Alzheimer's Disease,0.03575980055275749
181,C0206588,"Receptors, Nuclear",C0002395,Alzheimer's Disease,0.03568802494732437
182,C0040165,levothyroxine,C0002395,Alzheimer's Disease,0.03561020822522812
183,C0023610|2796,NAME_NOT_FOUND,C0002395,Alzheimer's Disease,0.03555214960557952
184,C0009079,clozapine,C0002395,Alzheimer's Disease,0.03551276592735163
185,C0018799,Heart Diseases,C0002395,Alzheimer's Disease,0.03550415759855322
186,C0006949,carbamazepine,C0002395,Alzheimer's Disease,0.03546679827089553
187,C0032914,Pre-Eclampsia,C0002395,Alzheimer's Disease,0.03540578538862728
188,C0026454,Monoamine Oxidase,C0002395,Alzheimer's Disease,0.03525719088932789
189,C0034917,Reduced Glutathione,C0002395,Alzheimer's Disease,0.035243163931458786
190,C0029408,Degenerative polyarthritis,C0002395,Alzheimer's Disease,0.03521925724173373
191,C0040005,threonine,C0002395,Alzheimer's Disease,0.03509091144985195
192,C0017628,glyburide,C0002395,Alzheimer's Disease,0.03508522071882234
193,C0031640,phosphoric diester hydrolase,C0002395,Alzheimer's Disease,0.03496327718242184
194,C0004364,Autoimmune Diseases,C0002395,Alzheimer's Disease,0.034920671390565726
195,C0007258,carnitine,C0002395,Alzheimer's Disease,0.034862216723047776
196,C0034818|3643,NAME_NOT_FOUND,C0002395,Alzheimer's Disease,0.03465572878246942
197,C0162429,Malnutrition,C0002395,Alzheimer's Disease,0.034537673572485814
198,C1290884,Inflammatory disorder,C0002395,Alzheimer's Disease,0.03452252980306074
199,C0733758,follicle stimulating hormone,C0002395,Alzheimer's Disease,0.034399445806736456
200,C0751973,Proteome,C0002395,Alzheimer's Disease,0.03437765313758579
201,C0312359,phenylpyruvate tautomerase,C0002395,Alzheimer's Disease,0.0343730891119872
202,C0031469,phenylephrine,C0002395,Alzheimer's Disease,0.03430177440989681
203,C0040160,thyrotropin,C0002395,Alzheimer's Disease,0.0341024938865818
204,C0009014,clonidine,C0002395,Alzheimer's Disease,0.033988299679927926
205,C0067385,"N,N-dimethylarginine",C0002395,Alzheimer's Disease,0.033977312581544114
206,C0003864,Arthritis,C0002395,Alzheimer's Disease,0.033660061057260014
207,C0006945,carbachol,C0002395,Alzheimer's Disease,0.033659480088602325
208,C0023816|4023,NAME_NOT_FOUND,C0002395,Alzheimer's Disease,0.03350374267421427
209,C0031507,phenytoin,C0002395,Alzheimer's Disease,0.0332925188405448
210,C0001473,Adenosine Triphosphatases,C0002395,Alzheimer's Disease,0.03326339627624741
211,C0020473,Hyperlipidemia,C0002395,Alzheimer's Disease,0.03290153857250944
212,C0036825,Serum Proteins,C0002395,Alzheimer's Disease,0.03280324064864786
213,C0061516,glutathione disulfide,C0002395,Alzheimer's Disease,0.03279933174121616
214,C0025517,Metabolic Diseases,C0002395,Alzheimer's Disease,0.032780345704918494
215,C0002871,Anemia,C0002395,Alzheimer's Disease,0.03247921071236037
216,C0031412,phenobarbital,C0002395,Alzheimer's Disease,0.03246835255348717
217,C0126174,losartan,C0002395,Alzheimer's Disease,0.0323553351790851
218,C0024141,"Lupus Erythematosus, Systemic",C0002395,Alzheimer's Disease,0.032333533426963566
219,C0021756|3558,NAME_NOT_FOUND,C0002395,Alzheimer's Disease,0.032289423069874944
220,C0086543,Cataract,C0002395,Alzheimer's Disease,0.03178801062948935
221,C0242383,Age related macular degeneration,C0002395,Alzheimer's Disease,0.03170165881114962
222,C0012373,diltiazem,C0002395,Alzheimer's Disease,0.03169875000491357
223,C0056077,NAME_NOT_FOUND,C0002395,Alzheimer's Disease,0.0316946435014577
224,C0031099,Periodontitis,C0002395,Alzheimer's Disease,0.031444542782070185
225,C0020443,Hypercholesterolemia,C0002395,Alzheimer's Disease,0.03141173586133011
226,C1335439|100616102|100862685|100862688,NAME_NOT_FOUND,C0002395,Alzheimer's Disease,0.031225206159584268
227,C0149931,Migraine Disorders,C0002395,Alzheimer's Disease,0.030960819844911038
228,C0917798,Cerebral Ischemia,C0002395,Alzheimer's Disease,0.030916079701165007
229,C0010287,Creatine Kinase,C0002395,Alzheimer's Disease,0.030904713316371298
230,C0520679,"Sleep Apnea, Obstructive",C0002395,Alzheimer's Disease,0.03088831913545855
231,C0033860,Psoriasis,C0002395,Alzheimer's Disease,0.030809064417495268
232,C0242339,Dyslipidemias,C0002395,Alzheimer's Disease,0.030574189972634575
233,C0020615,Hypoglycemia,C0002395,Alzheimer's Disease,0.030513971029303706
234,C0015695,Fatty Liver,C0002395,Alzheimer's Disease,0.030294756517428016
235,C0030305,Pancreatitis,C0002395,Alzheimer's Disease,0.030263479879433935
236,C0007292,Carrier Proteins,C0002395,Alzheimer's Disease,0.03022764168073045
237,C0024027,lovastatin,C0002395,Alzheimer's Disease,0.030164045414039112
238,C0042971,von Willebrand factor,C0002395,Alzheimer's Disease,0.030131112050918788
239,C0003591,Apolipoproteins,C0002395,Alzheimer's Disease,0.030000491855152054
240,C0026045,Microtubule-Associated Proteins,C0002395,Alzheimer's Disease,0.029921660577908817
241,C0029282,Ornithine Decarboxylase,C0002395,Alzheimer's Disease,0.029700634094543026
242,C0155626,Acute myocardial infarction,C0002395,Alzheimer's Disease,0.02946760220968224
243,C0442874,Neuropathy,C0002395,Alzheimer's Disease,0.02908093469535799
244,C0963992|56729,NAME_NOT_FOUND,C0002395,Alzheimer's Disease,0.02877590781160129
245,C0850624,Heart Disease Risk Factors,C0002395,Alzheimer's Disease,0.028604216803229762
246,C0017601,Glaucoma,C0002395,Alzheimer's Disease,0.028383523919699536
247,C0123707,Insulin-Like Growth Factor Binding Protein 3,C0002395,Alzheimer's Disease,0.028334018850614866
248,C0220918,succinate,C0002395,Alzheimer's Disease,0.028228250879285464
249,C0599682,monoamine,C0002395,Alzheimer's Disease,0.028008867517919003
250,C0034785,beta-adrenergic receptor,C0002395,Alzheimer's Disease,0.027843065161181388
251,C0034821,Low Density Lipoprotein Receptor,C0002395,Alzheimer's Disease,0.02778372182514227
252,C0006230,bromocriptine,C0002395,Alzheimer's Disease,0.027663675227206506
253,C0038766,Sulfonylurea Compounds,C0002395,Alzheimer's Disease,0.027494261976695376
254,C0001473|1769,NAME_NOT_FOUND,C0002395,Alzheimer's Disease,0.02708867718226925
255,C0017742,Glucose Transporter,C0002395,Alzheimer's Disease,0.027044015070334347
256,C1510464,Protein Structure,C0002395,Alzheimer's Disease,0.026865418299982072
257,C0073393,risperidone,C0002395,Alzheimer's Disease,0.026802888914284267
258,C0028589,Nuclear Proteins,C0002395,Alzheimer's Disease,0.026520765776025815
259,C0013080,Down Syndrome,C0002395,Alzheimer's Disease,0.0262518124201456
260,C0023882,Little's Disease,C0002395,Alzheimer's Disease,0.02621332810688127
261,C0597298,Protein Isoforms,C0002395,Alzheimer's Disease,0.02601835670325936
262,C0041014,liothyronine,C0002395,Alzheimer's Disease,0.025936182387473736
263,C0027930|4922,NAME_NOT_FOUND,C0002395,Alzheimer's Disease,0.025238407008238095
264,C0018802,Congestive heart failure,C0002395,Alzheimer's Disease,0.02511893331942325
265,C0025831,Methyltransferase,C0002395,Alzheimer's Disease,0.025055876016418066
266,C0052451,Arylesterase,C0002395,Alzheimer's Disease,0.024739448120010714
267,C0036883,Sex Hormone-Binding Globulin,C0002395,Alzheimer's Disease,0.024709240927193853
268,C0019247,Hereditary Diseases,C0002395,Alzheimer's Disease,0.024603938917130305
269,C0031634,Phosphocreatine,C0002395,Alzheimer's Disease,0.024584189124712327
270,C0019630,Histocompatibility Antigens Class II,C0002395,Alzheimer's Disease,0.024535171905171828
271,C0002600,amitriptyline,C0002395,Alzheimer's Disease,0.024318808519074683
272,C0008845,citalopram,C0002395,Alzheimer's Disease,0.024151399156068988
273,C0007028,CARBONATE DEHYDRATASE,C0002395,Alzheimer's Disease,0.024034606544749305
274,C0040162|7200,NAME_NOT_FOUND,C0002395,Alzheimer's Disease,0.023956121979240366
275,C0012197,Diethylhexyl Phthalate,C0002395,Alzheimer's Disease,0.023952656558796498
276,C0598608,Hyperhomocysteinemia,C0002395,Alzheimer's Disease,0.023896350885070104
277,C0021359,Infertility,C0002395,Alzheimer's Disease,0.02375058575095525
278,C0291573|836,NAME_NOT_FOUND,C0002395,Alzheimer's Disease,0.02334933710044161
279,C0060926,gabapentin,C0002395,Alzheimer's Disease,0.023320431682357666
280,C0070122,paroxetine,C0002395,Alzheimer's Disease,0.023167030145825027
281,C0037668,Somatotropin-Releasing Hormone,C0002395,Alzheimer's Disease,0.022991579161047764
282,C0724441,yohimbine,C0002395,Alzheimer's Disease,0.022963097730149783
283,C0007570,Celiac Disease,C0002395,Alzheimer's Disease,0.02289566605308051
284,C0151747,Renal tubular disorder,C0002395,Alzheimer's Disease,0.022756482791447704
285,C0055538,Cholesterol Ester Transfer Proteins,C0002395,Alzheimer's Disease,0.022738410076262018
286,C0017732,NAME_NOT_FOUND,C0002395,Alzheimer's Disease,0.02264136499195482
287,C0026455,Monoamine Oxidase A,C0002395,Alzheimer's Disease,0.022349331433920636
288,C0003850,Arteriosclerosis,C0002395,Alzheimer's Disease,0.022317467926654264
289,C0746556,metabolic disturbance,C0002395,Alzheimer's Disease,0.022119894492461267
290,C0851578,Sleep Disorders,C0002395,Alzheimer's Disease,0.021992025420148834
291,C0026848,Myopathy,C0002395,Alzheimer's Disease,0.02198185835236518
292,C0220821,dihydropyridine,C0002395,Alzheimer's Disease,0.021831457163571117
293,C0085096,Peripheral Vascular Diseases,C0002395,Alzheimer's Disease,0.021695234924891525
294,C0074393,sertraline,C0002395,Alzheimer's Disease,0.02169094852768465
295,C0031117,Peripheral Neuropathy,C0002395,Alzheimer's Disease,0.021559348137856406
296,C0036421,Systemic Scleroderma,C0002395,Alzheimer's Disease,0.021075391941655752
297,C0677666,soy protein isolate,C0002395,Alzheimer's Disease,0.020963329704989434
298,C0020550,Hyperthyroidism,C0002395,Alzheimer's Disease,0.020882016814722962
299,C0015230,Exanthema,C0002395,Alzheimer's Disease,0.020793448982278955
300,C0037315,Sleep Apnea Syndromes,C0002395,Alzheimer's Disease,0.020691067976099813
301,C0040958,triclosan,C0002395,Alzheimer's Disease,0.020384193908661603
302,C0042870,Vitamin D Deficiency,C0002395,Alzheimer's Disease,0.020350159866304007
303,C1290886,Chronic inflammatory disorder,C0002395,Alzheimer's Disease,0.020237587793997824
304,C0085584,Encephalopathies,C0002395,Alzheimer's Disease,0.020036315394413716
305,C0248868|818,NAME_NOT_FOUND,C0002395,Alzheimer's Disease,0.019903984869709714
306,C0282193,Iron Overload,C0002395,Alzheimer's Disease,0.01981681070745845
307,C0341439,Chronic liver disease,C0002395,Alzheimer's Disease,0.019586436135617738
308,C0038760,Sulfonamides,C0002395,Alzheimer's Disease,0.019421232271950653
309,C0442893,Systemic disease,C0002395,Alzheimer's Disease,0.019165278546189907
310,C0140283,Retinoid X Receptors,C0002395,Alzheimer's Disease,0.0191624249928304
311,C0013384,Dyskinetic syndrome,C0002395,Alzheimer's Disease,0.019050241761046433
312,C1301700,Cardiovascular morbidity,C0002395,Alzheimer's Disease,0.018766759934711077
313,C0034818,Insulin Receptor,C0002395,Alzheimer's Disease,0.018656736875575695
314,C0751956,Acute Cerebrovascular Accidents,C0002395,Alzheimer's Disease,0.01859364980442442
315,C0378126,"Receptor, Cannabinoid, CB1",C0002395,Alzheimer's Disease,0.0185519665695478
316,C0240066,Iron deficiency,C0002395,Alzheimer's Disease,0.018536202381926787
317,C0014130,Endocrine System Diseases,C0002395,Alzheimer's Disease,0.018104946473584422
318,C0018213,Graves Disease,C0002395,Alzheimer's Disease,0.018103772736925722
319,C0018099,Gout,C0002395,Alzheimer's Disease,0.017951675423543485
320,C0341697,NAME_NOT_FOUND,C0002395,Alzheimer's Disease,0.017728014492261333
321,C0001857,AIDS related complex,C0002395,Alzheimer's Disease,0.017433103918411248
322,C0026896,Myasthenia Gravis,C0002395,Alzheimer's Disease,0.017090635470005645
323,C0008731,Chylomicrons,C0002395,Alzheimer's Disease,0.017046389286421725
324,C0040135|7054,NAME_NOT_FOUND,C0002395,Alzheimer's Disease,0.016551187790536926
325,C0235950,Zinc deficiency,C0002395,Alzheimer's Disease,0.01653018532789564
326,C0035258,Restless Legs Syndrome,C0002395,Alzheimer's Disease,0.016168225606041715
327,C0010340,Critical Illness,C0002395,Alzheimer's Disease,0.016013333061050614
328,C0040128,Thyroid Diseases,C0002395,Alzheimer's Disease,0.01597888519236397
329,C0123257|3485,NAME_NOT_FOUND,C0002395,Alzheimer's Disease,0.015895523859084878
330,C0079281|1906,NAME_NOT_FOUND,C0002395,Alzheimer's Disease,0.015856641623273757
331,C0025741,methyldopa,C0002395,Alzheimer's Disease,0.014997313204893002
332,C1099456,escitalopram,C0002395,Alzheimer's Disease,0.014892003371205774
333,C0002318,alpha-Tubulin,C0002395,Alzheimer's Disease,0.01342762943510286
